Guam,Adacao,13.4987,144.8627,10,295
Guam,Afami,13.4657,144.7687,10,295
Guam,Agana Heights,13.4787,144.7537,10,295
Guam,Agat,13.3907,144.6647,10,295
Guam,Anigua,13.4857,144.7427,10,295
Guam,Apra Heights,13.4097,144.6897,10,295
Guam,Apra Junction,13.4187,144.6827,10,295
Guam,Apurguan,13.4927,144.7807,10,295
Guam,Asan,13.4807,144.7237,10,295
Guam,Asatdas,13.5267,144.8737,10,295
Guam,Asbeco,13.4757,144.8477,10,295
Guam,Asfaja,13.2877,144.7547,10,295
Guam,Asmisen,13.4067,144.7777,10,295
Guam,Asmuyao,13.4527,144.8077,10,295
Guam,Aspengo,13.4717,144.8037,10,295
Guam,Bacuna,13.4808,144.7278,10,295
Guam,Barrigada,13.4778,144.8088,10,295
Guam,Bile,13.2848,144.6718,10,295
Guam,Bingot,13.2808,144.6698,10,295
Guam,Biyae,13.3688,144.6558,10,295
Guam,Calacag,13.4789,144.7209,10,295
Guam,Camp Dealy,13.3609,144.7769,10,295
Guam,Camp Roxas,13.4149,144.6769,10,295
Guam,Canada,13.4689,144.7969,10,295
Guam,Catan Maga,13.4409,144.8039,10,295
Guam,Cerain,13.4039,144.6689,10,295
Guam,Chagamin Lago,13.2879,144.7599,10,295
Guam,Chalan Mamajanao,13.5019,144.7899,10,295
Guam,Chalan Pago,13.4489,144.7839,10,295
Guam,Coontz Junction,13.4869,144.7369,10,295
Guam,Corten Torres,13.4499,144.8129,10,295
Guam,Dededo,13.525,144.846,10,295
Guam,East Agana,13.4841,144.7651,10,295
Guam,Gayinero,13.5393,144.9123,10,295
Guam,Hagatna,13.4844,144.7584,10,295
Guam,Harmon Village,13.5444,144.8194,10,295
Guam,Inarajan,13.2865,144.7535,10,295
Guam,Ipapao,13.5285,144.8665,10,295
Guam,Jaotan,13.2656,144.6866,10,295
Guam,Julog,13.2666,144.6936,10,295
Guam,Lalo,13.4628,144.8128,10,295
Guam,Leary Junction,13.4868,144.7618,10,295
Guam,Leyan,13.4668,144.8138,10,295
Guam,Lingae,13.2668,144.6908,10,295
Guam,Lockwood Terrace,13.4438,144.6588,10,295
Guam,Lupog,13.5578,144.9228,10,295
Guam,Machaute,13.4779,144.7999,10,295
Guam,Maina,13.4769,144.7459,10,295
Guam,Maite,13.4859,144.7749,10,295
Guam,Manaca,13.4699,144.8119,10,295
Guam,Matugan,13.4779,144.7379,10,295
Guam,Mayaya,13.2919,144.7549,10,295
Guam,Merizo,13.2739,144.6809,10,295
Guam,Mongmong,13.4829,144.7719,10,295
Guam,North Tipalao,13.43,144.654,10,295
Guam,Oca,13.5111,144.7841,10,295
Guam,Oceanview,13.5761,144.8341,10,295
Guam,Ordot,13.4571,144.7701,10,295
Guam,Pado,13.4792,144.7832,10,295
Guam,Peca,13.2912,144.7602,10,295
Guam,Pigo,13.4882,144.7422,10,295
Guam,Pigua,13.2802,144.6802,10,295
Guam,Piti,13.4722,144.7022,10,295
Guam,Plaza de Espana,13.4832,144.7602,10,295
Guam,Potts Junction,13.6002,144.8732,10,295
Guam,Salinas,13.4025,144.6705,10,295
Guam,Salisbury Junction,13.5745,144.9085,10,295
Guam,San Antonio,13.4775,144.8145,10,295
Guam,San Ramon,13.4805,144.7635,10,295
Guam,San Vicente,13.4025,144.6755,10,295
Guam,Santa Rita,13.3975,144.6805,10,295
Guam,Santa Rosa,13.4025,144.6775,10,295
Guam,Sella,13.4815,144.7425,10,295
Guam,Sinajana,13.4725,144.7635,10,295
Guam,South Tipalao,13.4265,144.6595,10,295
Guam,Sumay,13.4465,144.6615,10,295
Guam,Tacpi,13.4456,144.8046,10,295
Guam,Talofofo,13.3636,144.7646,10,295
Guam,Talona,13.2696,144.6836,10,295
Guam,Tamuning,13.4956,144.7886,10,295
Guam,Tepungan,13.4766,144.7066,10,295
Guam,Tijera,13.4096,144.6726,10,295
Guam,Toto,13.4766,144.7906,10,295
Guam,Tres Reyes,13.4126,144.7806,10,295
Guam,Tumalaglago,13.4076,144.6726,10,295
Guam,Tumon,13.5186,144.8126,10,295
Guam,Tumon Chama,13.2916,144.7596,10,295
Guam,Tutujan,13.4726,144.7526,10,295
Guam,Umatac,13.3097,144.6707,10,295
Guam,Ungaguan,13.4797,144.8127,10,295
Guam,Utan,13.4787,144.7767,10,295
Guam,Wettengel Junction,13.5339,144.8329,10,295
Guam,Yabai,13.2971,144.7621,10,295
Guam,Yigo,13.5461,144.8981,10,295
Guam,Yona,13.4221,144.7851,10,295
Guam,Ypan,13.3581,144.7791,10,295
